unique_staying_id,study_id,location_id,staying_time_start,staying_time_end,staying_day_of_week,staying_time_of_day,staying_count_surveyor,staying_conditions,staying_microclimate,staying_temperature,staying_row_total,staying_group_size,staying_race_ethnicity,staying_gender,staying_age,standing,leaning,sitting_formal_all,sitting_formal_public,sitting_formal_public_fixed_bench,sitting_formal_public_fixed_wall_with_seats,sitting_formal_public_movable_seat,sitting_formal_commercial,sitting_formal_private,sitting_informal,lying,staying_mobility_assist,commercial_all,commercial_selling,commercial_selling_informal,commercial_buying,commercial_observing,eating_drinking,talking_to_others,smoking,cultural,recreation_active,recreation_passive,waiting_transportation,working_civic,disruptive,disruptive_aggressive,disruptive_intoxicated,living_public,using_electronics,soliciting,staying_covid_mask,staying_covid_social_distance,taking_care_child,feeding_child,staying_notes
557,2018_Seattle_Citywide,PIK3,08/18/2018 12:26:00 PM,08/18/2018 12:46:00 PM,Weekend,Midday,UD4H,,Sun-Exposed,70,1,2,A,Female,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,
558,2018_Seattle_Citywide,PIK3,08/18/2018 12:26:00 PM,08/18/2018 12:46:00 PM,Weekend,Midday,UD4H,,Sun-Exposed,70,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
559,2018_Seattle_Citywide,PIK3,08/18/2018 12:26:00 PM,08/18/2018 12:46:00 PM,Weekend,Midday,UD4H,,Sun-Exposed,70,1,1,A,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
560,2018_Seattle_Citywide,PIK3,08/18/2018 12:26:00 PM,08/18/2018 12:46:00 PM,Weekend,Midday,UD4H,,Sun-Exposed,70,1,1,W,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
561,2018_Seattle_Citywide,PIK3,08/18/2018 12:26:00 PM,08/18/2018 12:46:00 PM,Weekend,Midday,UD4H,,Sun-Exposed,70,1,2,W,Male,25-44,,1,,,,,,,,,,,1,,,1,,1,1,,,,,1,,,,,,1,,,,,,
562,2018_Seattle_Citywide,PIK3,08/18/2018 12:26:00 PM,08/18/2018 12:46:00 PM,Weekend,Midday,UD4H,,Sun-Exposed,70,1,2,W,Male,25-44,,1,,,,,,,,,,,1,,,1,,1,1,,,,,1,,,,,,1,,,,,,
563,2018_Seattle_Citywide,PIK3,08/18/2018 12:26:00 PM,08/18/2018 12:46:00 PM,Weekend,Midday,UD4H,,Sun-Exposed,70,1,1,W,Male,25-44,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,
564,2018_Seattle_Citywide,PIK3,08/18/2018 12:26:00 PM,08/18/2018 12:46:00 PM,Weekend,Midday,UD4H,,Sun-Exposed,70,1,2,W,Male,65+,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
565,2018_Seattle_Citywide,PIK3,08/18/2018 12:26:00 PM,08/18/2018 12:46:00 PM,Weekend,Midday,UD4H,,Sun-Exposed,70,1,2,W,Female,65+,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
566,2018_Seattle_Citywide,PIK3,08/18/2018 04:26:00 PM,08/18/2018 04:46:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,77,1,2,A,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,
567,2018_Seattle_Citywide,PIK3,08/18/2018 04:26:00 PM,08/18/2018 04:46:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,77,1,2,A,Female,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
568,2018_Seattle_Citywide,PIK3,08/18/2018 04:26:00 PM,08/18/2018 04:46:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,77,1,1,A,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
569,2018_Seattle_Citywide,PIK3,08/18/2018 04:26:00 PM,08/18/2018 04:46:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,77,1,2,W,Female,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
570,2018_Seattle_Citywide,PIK3,08/18/2018 04:26:00 PM,08/18/2018 04:46:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,77,1,2,W,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,
571,2018_Seattle_Citywide,PIK3,08/18/2018 04:26:00 PM,08/18/2018 04:46:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,77,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
572,2018_Seattle_Citywide,PIK3,08/18/2018 04:26:00 PM,08/18/2018 04:46:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,77,1,1,W,Male,45-64,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
573,2018_Seattle_Citywide,PIK3,08/18/2018 04:26:00 PM,08/18/2018 04:46:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,77,1,1,B,Male,45-64,1,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,
574,2018_Seattle_Citywide,PIK3,08/18/2018 04:26:00 PM,08/18/2018 04:46:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,77,1,2,W,Male,25-44,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,
575,2018_Seattle_Citywide,PIK3,08/18/2018 04:26:00 PM,08/18/2018 04:46:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,77,1,1,W,Male,65+,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
576,2018_Seattle_Citywide,PIK3,08/18/2018 04:26:00 PM,08/18/2018 04:46:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,77,1,1,B,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
577,2018_Seattle_Citywide,PIK3,08/18/2018 04:26:00 PM,08/18/2018 04:46:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,77,1,1,W,Male,25-44,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,
578,2018_Seattle_Citywide,PIK3,08/18/2018 04:26:00 PM,08/18/2018 04:46:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,77,1,1,A,Male,15-24,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
579,2018_Seattle_Citywide,PIK3,08/18/2018 04:26:00 PM,08/18/2018 04:46:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,77,1,1,B,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
580,2018_Seattle_Citywide,PIK3,08/18/2018 04:26:00 PM,08/18/2018 04:46:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,77,1,2,L,Male,25-44,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,
581,2018_Seattle_Citywide,PIK3,08/18/2018 04:26:00 PM,08/18/2018 04:46:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,77,1,1,W,Male,45-64,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
582,2018_Seattle_Citywide,PIK3,08/18/2018 04:26:00 PM,08/18/2018 04:46:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,77,1,1,L,Male,45-64,1,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,1,,,,,,
583,2018_Seattle_Citywide,PIK3,08/18/2018 04:26:00 PM,08/18/2018 04:46:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,77,1,1,A,Male,65+,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,
584,2018_Seattle_Citywide,GPR4,09/06/2018 10:12:00 AM,09/06/2018 10:32:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,66,1,2,W,Male,45-64,1,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,
585,2018_Seattle_Citywide,GPR4,09/06/2018 10:12:00 AM,09/06/2018 10:32:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,66,1,2,W,Female,45-64,1,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,
586,2018_Seattle_Citywide,GPR4,09/06/2018 01:55:00 PM,09/06/2018 02:15:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,79,1,1,W,Male,45-64,,,1,,,,,1,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,
587,2018_Seattle_Citywide,GPR4,09/06/2018 01:55:00 PM,09/06/2018 02:15:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,79,1,1,W,Female,25-44,,,1,,,,,1,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,
588,2018_Seattle_Citywide,GPR4,09/06/2018 01:55:00 PM,09/06/2018 02:15:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,79,1,2,W,Female,45-64,,,1,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
589,2018_Seattle_Citywide,GPR4,09/06/2018 01:55:00 PM,09/06/2018 02:15:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,79,1,2,W,Male,45-64,,,1,,,,,1,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,
590,2018_Seattle_Citywide,GPR4,09/06/2018 01:55:00 PM,09/06/2018 02:15:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,79,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
591,2018_Seattle_Citywide,GPR4,09/06/2018 01:55:00 PM,09/06/2018 02:15:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,79,1,1,W,Female,25-44,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,
592,2018_Seattle_Citywide,GPR4,09/06/2018 01:55:00 PM,09/06/2018 02:15:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,79,1,1,W,Male,25-44,1,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,
593,2018_Seattle_Citywide,GPR4,09/06/2018 01:55:00 PM,09/06/2018 02:15:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,79,1,1,W,Male,25-44,,,1,,,,,1,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,
594,2018_Seattle_Citywide,GPR4,09/06/2018 01:55:00 PM,09/06/2018 02:15:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,79,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
595,2018_Seattle_Citywide,GPR4,09/06/2018 01:55:00 PM,09/06/2018 02:15:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,79,1,1,W,Female,45-64,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,
596,2018_Seattle_Citywide,GPR4,09/06/2018 01:55:00 PM,09/06/2018 02:15:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,79,1,1,W,Female,65+,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,
597,2018_Seattle_Citywide,GPR4,09/06/2018 01:55:00 PM,09/06/2018 02:15:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,79,1,1,W,Female,65+,1,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,
598,2018_Seattle_Citywide,GPR4,09/06/2018 05:51:00 PM,09/06/2018 06:11:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,81,1,1,W,Female,25-44,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,
599,2018_Seattle_Citywide,GPR4,09/06/2018 05:51:00 PM,09/06/2018 06:11:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,81,1,2,W,Male,25-44,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
600,2018_Seattle_Citywide,GPR4,09/06/2018 05:51:00 PM,09/06/2018 06:11:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,81,1,2,U,Female,25-44,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,
601,2018_Seattle_Citywide,GPR4,09/06/2018 05:51:00 PM,09/06/2018 06:11:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,81,1,1,W,Male,25-44,,,1,,,,,1,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,
602,2018_Seattle_Citywide,GPR4,09/06/2018 05:51:00 PM,09/06/2018 06:11:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,81,1,2,W,Female,25-44,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
603,2018_Seattle_Citywide,GPR4,09/06/2018 05:51:00 PM,09/06/2018 06:11:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,81,1,2,W,Female,25-44,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
604,2018_Seattle_Citywide,GPR4,09/07/2018 10:16:00 AM,09/07/2018 10:36:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,63,1,1,W,Female,65+,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,
605,2018_Seattle_Citywide,GPR4,09/07/2018 10:16:00 AM,09/07/2018 10:36:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,63,1,1,W,Male,25-44,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,
606,2018_Seattle_Citywide,GPR4,09/07/2018 10:16:00 AM,09/07/2018 10:36:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,63,1,3,W,Male,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
607,2018_Seattle_Citywide,GPR4,09/07/2018 10:16:00 AM,09/07/2018 10:36:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,63,1,3,W,Female,15-24,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
608,2018_Seattle_Citywide,GPR4,09/07/2018 10:16:00 AM,09/07/2018 10:36:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,63,1,3,W,Female,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
609,2018_Seattle_Citywide,GPR4,09/07/2018 01:42:00 PM,09/07/2018 02:02:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,69,1,2,W,Female,45-64,1,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,
610,2018_Seattle_Citywide,GPR4,09/07/2018 01:42:00 PM,09/07/2018 02:02:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,69,1,2,W,Female,65+,1,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,
611,2018_Seattle_Citywide,GPR4,09/07/2018 01:42:00 PM,09/07/2018 02:02:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,69,1,2,W,Male,25-44,,,1,,,,,1,,,,,1,,,1,,1,1,,,,,,,,,,,1,,,,,,
612,2018_Seattle_Citywide,GPR4,09/07/2018 01:42:00 PM,09/07/2018 02:02:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,69,1,2,W,Female,25-44,,,1,,,,,1,,,,,1,,,1,,1,1,,,,,,,,,,,1,,,,,,
613,2018_Seattle_Citywide,GPR4,09/07/2018 01:42:00 PM,09/07/2018 02:02:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,69,1,1,W,Male,45-64,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,
614,2018_Seattle_Citywide,GPR4,09/07/2018 01:42:00 PM,09/07/2018 02:02:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,69,1,2,W,Male,65+,,,1,,,,,1,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,
615,2018_Seattle_Citywide,GPR4,09/07/2018 01:42:00 PM,09/07/2018 02:02:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,69,1,2,W,Female,25-44,,,1,,,,,1,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,
616,2018_Seattle_Citywide,GPR4,09/07/2018 05:30:00 PM,09/07/2018 05:50:00 PM,Weekday,Evening,UD4H,,Light Clouds,70,1,2,W,Female,45-64,,,1,,,,,1,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,
617,2018_Seattle_Citywide,GPR4,09/07/2018 05:30:00 PM,09/07/2018 05:50:00 PM,Weekday,Evening,UD4H,,Light Clouds,70,1,2,W,Male,45-64,,,1,,,,,1,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,
618,2018_Seattle_Citywide,GPR4,09/07/2018 05:30:00 PM,09/07/2018 05:50:00 PM,Weekday,Evening,UD4H,,Light Clouds,70,1,2,U,Male,25-44,,,1,,,,,1,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,
619,2018_Seattle_Citywide,GPR4,09/07/2018 05:30:00 PM,09/07/2018 05:50:00 PM,Weekday,Evening,UD4H,,Light Clouds,70,1,2,W,Male,45-64,,,1,,,,,1,,,,,1,,,1,,1,1,,,,,,,,,,,,,,,,,
620,2018_Seattle_Citywide,GPR4,09/07/2018 05:30:00 PM,09/07/2018 05:50:00 PM,Weekday,Evening,UD4H,,Light Clouds,70,1,1,U,Male,45-64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
621,2018_Seattle_Citywide,GPR4,09/08/2018 02:10:00 PM,09/08/2018 02:30:00 PM,Weekend,Midday,UD4H,,Heavy Clouds,65,1,1,A,Other_Unsure,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
622,2018_Seattle_Citywide,GPR4,09/08/2018 05:45:00 PM,09/08/2018 06:05:00 PM,Weekend,Evening,UD4H,,Light Clouds,69,1,1,W,Male,45-64,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
623,2018_Seattle_Citywide,RAV4,09/13/2018 09:57:00 AM,09/13/2018 10:17:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,2018_Seattle_Citywide,RAV4,09/13/2018 01:19:00 PM,09/13/2018 01:39:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,64,1,1,B,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
625,2018_Seattle_Citywide,RAV4,09/13/2018 05:06:00 PM,09/13/2018 05:26:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,66,1,2,B,Female,15-24,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
626,2018_Seattle_Citywide,RAV4,09/13/2018 05:06:00 PM,09/13/2018 05:26:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,66,1,2,B,Female,15-24,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
627,2018_Seattle_Citywide,RAV4,09/13/2018 05:06:00 PM,09/13/2018 05:26:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,66,1,1,W,Male,45-64,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,
628,2018_Seattle_Citywide,RAV4,09/14/2018 09:37:00 AM,09/14/2018 09:57:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,56,1,1,B,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
629,2018_Seattle_Citywide,RAV4,09/14/2018 09:37:00 AM,09/14/2018 09:57:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,56,1,2,W,Male,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
630,2018_Seattle_Citywide,RAV4,09/14/2018 09:37:00 AM,09/14/2018 09:57:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,56,1,2,W,Female,45-64,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
631,2018_Seattle_Citywide,RAV4,09/14/2018 01:11:00 PM,09/14/2018 01:31:00 PM,Weekday,Midday,UD4H,,Light Clouds,63,1,1,A,Female,15-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
632,2018_Seattle_Citywide,RAV4,09/14/2018 05:09:00 PM,09/14/2018 05:29:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,2018_Seattle_Citywide,RAV4,09/15/2018 01:23:00 PM,09/15/2018 01:43:00 PM,Weekend,Midday,UD4H,,Heavy Clouds,64,1,1,W,Male,25-44,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
634,2018_Seattle_Citywide,RAV4,09/15/2018 05:08:00 PM,09/15/2018 05:28:00 PM,Weekend,Evening,UD4H,,Light Rain,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,2018_Seattle_Citywide,WHP2,09/19/2018 09:29:00 AM,09/19/2018 09:49:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,2018_Seattle_Citywide,WHP2,09/19/2018 01:04:00 PM,09/19/2018 01:24:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,65,1,1,L,Female,25-44,,,,,,,,,,1,,,1,1,,,,,,,,,1,,,,,,,1,,,,,,
637,2018_Seattle_Citywide,WHP2,09/19/2018 05:03:00 PM,09/19/2018 05:23:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,2018_Seattle_Citywide,WHP2,09/20/2018 09:23:00 AM,09/20/2018 09:43:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,2018_Seattle_Citywide,WHP2,09/20/2018 01:04:00 PM,09/20/2018 01:24:00 PM,Weekday,Midday,UD4H,,Light Clouds,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,2018_Seattle_Citywide,WHP2,09/20/2018 05:05:00 PM,09/20/2018 05:25:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,2018_Seattle_Citywide,WHP2,09/22/2018 01:07:00 PM,09/22/2018 01:27:00 PM,Weekend,Midday,UD4H,,Light Clouds,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,2018_Seattle_Citywide,WHP2,09/22/2018 05:07:00 PM,09/22/2018 05:27:00 PM,Weekend,Evening,UD4H,,Light Rain,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,2018_Seattle_Citywide,OTH2,08/14/2018 10:02:00 AM,08/14/2018 10:22:00 AM,Weekday,Morning,UD4H,,Light Clouds,68,1,1,A,Female,45-64,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
644,2018_Seattle_Citywide,OTH2,08/14/2018 10:02:00 AM,08/14/2018 10:22:00 AM,Weekday,Morning,UD4H,,Light Clouds,68,1,1,A,Female,45-64,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
645,2018_Seattle_Citywide,OTH2,08/14/2018 10:02:00 AM,08/14/2018 10:22:00 AM,Weekday,Morning,UD4H,,Light Clouds,68,1,1,A,Female,45-64,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,
646,2018_Seattle_Citywide,OTH2,08/14/2018 10:02:00 AM,08/14/2018 10:22:00 AM,Weekday,Morning,UD4H,,Light Clouds,68,1,2,B,Male,45-64,,,1,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
647,2018_Seattle_Citywide,OTH2,08/14/2018 10:02:00 AM,08/14/2018 10:22:00 AM,Weekday,Morning,UD4H,,Light Clouds,68,1,2,B,Male,45-64,,,1,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
648,2018_Seattle_Citywide,OTH2,08/14/2018 10:02:00 AM,08/14/2018 10:22:00 AM,Weekday,Morning,UD4H,,Light Clouds,68,1,1,A,Male,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,
649,2018_Seattle_Citywide,OTH2,08/14/2018 10:02:00 AM,08/14/2018 10:22:00 AM,Weekday,Morning,UD4H,,Light Clouds,68,1,1,A,Female,25-44,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
650,2018_Seattle_Citywide,OTH2,08/14/2018 10:02:00 AM,08/14/2018 10:22:00 AM,Weekday,Morning,UD4H,,Light Clouds,68,1,1,W,Male,25-44,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,
651,2018_Seattle_Citywide,OTH2,08/14/2018 10:02:00 AM,08/14/2018 10:22:00 AM,Weekday,Morning,UD4H,,Light Clouds,68,1,1,A,Female,45-64,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
652,2018_Seattle_Citywide,OTH2,08/14/2018 10:02:00 AM,08/14/2018 10:22:00 AM,Weekday,Morning,UD4H,,Light Clouds,68,1,10,L,Female,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
653,2018_Seattle_Citywide,OTH2,08/14/2018 10:02:00 AM,08/14/2018 10:22:00 AM,Weekday,Morning,UD4H,,Light Clouds,68,1,10,B,Female,25-44,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
654,2018_Seattle_Citywide,OTH2,08/14/2018 10:02:00 AM,08/14/2018 10:22:00 AM,Weekday,Morning,UD4H,,Light Clouds,68,1,10,L,Male,5-14,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
655,2018_Seattle_Citywide,OTH2,08/14/2018 10:02:00 AM,08/14/2018 10:22:00 AM,Weekday,Morning,UD4H,,Light Clouds,68,1,10,L,Female,5-14,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
656,2018_Seattle_Citywide,OTH2,08/14/2018 10:02:00 AM,08/14/2018 10:22:00 AM,Weekday,Morning,UD4H,,Light Clouds,68,1,10,B,Female,5-14,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
657,2018_Seattle_Citywide,OTH2,08/14/2018 10:02:00 AM,08/14/2018 10:22:00 AM,Weekday,Morning,UD4H,,Light Clouds,68,1,10,B,Female,5-14,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
658,2018_Seattle_Citywide,OTH2,08/14/2018 10:02:00 AM,08/14/2018 10:22:00 AM,Weekday,Morning,UD4H,,Light Clouds,68,1,10,B,Male,0-4,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
659,2018_Seattle_Citywide,OTH2,08/14/2018 10:02:00 AM,08/14/2018 10:22:00 AM,Weekday,Morning,UD4H,,Light Clouds,68,1,10,B,Male,5-14,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
660,2018_Seattle_Citywide,OTH2,08/14/2018 10:02:00 AM,08/14/2018 10:22:00 AM,Weekday,Morning,UD4H,,Light Clouds,68,1,10,B,Male,5-14,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
661,2018_Seattle_Citywide,OTH2,08/14/2018 10:02:00 AM,08/14/2018 10:22:00 AM,Weekday,Morning,UD4H,,Light Clouds,68,1,10,B,Male,5-14,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,
