unique_moving_id,study_id,location_id,moving_time_start,moving_time_end,moving_day_of_week,moving_time_of_day,moving_count_surveyor,moving_conditions,moving_microclimate,moving_temperature,moving_row_id,moving_row_total,moving_male,moving_male_mobility_assist,moving_female,moving_female_mobility_assist,moving_other_unsure,moving_other_unsure_mobility_assist,moving_total_mobility_assist,moving_groupsize_1,moving_groupsize_2,moving_groupsize_3,moving_groupsize_4,moving_groupsize_5,moving_groupsize_6,moving_groupsize_7,moving_groupsize_8,moving_groupsize_9,moving_groupsize_10+,moving_0-4,moving_5-14,moving_15-24,moving_25-44,moving_45-64,moving_65+,moving_25_64,moving_pedestrian,moving_micromobility,moving_bicycling,moving_motorized,moving_supported,moving_notes
1165,2018_Seattle_Citywide,WED1,09/15/2018 12:00:00 PM,09/15/2018 12:10:00 PM,Weekend,Midday,UD4H,,Heavy Clouds,60,1,16,,,,,,,,10,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1166,2018_Seattle_Citywide,WED1,09/15/2018 12:10:00 PM,09/15/2018 12:20:00 PM,Weekend,Midday,UD4H,,Heavy Clouds,60,2,19,9,,10,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1167,2018_Seattle_Citywide,WED1,09/15/2018 04:20:00 PM,09/15/2018 04:30:00 PM,Weekend,Evening,UD4H,,Heavy Clouds,63,1,15,,,,,,,,7,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1168,2018_Seattle_Citywide,WED1,09/15/2018 04:30:00 PM,09/15/2018 04:40:00 PM,Weekend,Evening,UD4H,,Heavy Clouds,63,2,18,11,,7,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1169,2018_Seattle_Citywide,OTH1,08/14/2018 08:47:00 AM,08/14/2018 08:57:00 AM,Weekday,Morning,UD4H,,Light Clouds,66,1,2,,,,,,,,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1170,2018_Seattle_Citywide,OTH1,08/14/2018 08:59:00 AM,08/14/2018 09:09:00 AM,Weekday,Morning,UD4H,,Light Clouds,66,2,0,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1171,2018_Seattle_Citywide,OTH1,08/14/2018 12:24:00 PM,08/14/2018 12:34:00 PM,Weekday,Midday,UD4H,,Light Clouds,74,1,7,,,,,,,,3,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1172,2018_Seattle_Citywide,OTH1,08/14/2018 12:37:00 PM,08/14/2018 12:47:00 PM,Weekday,Midday,UD4H,,Light Clouds,74,2,5,5,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1173,2018_Seattle_Citywide,OTH1,08/14/2018 04:01:00 PM,08/14/2018 04:11:00 PM,Weekday,Evening,UD4H,,Light Clouds,79,1,6,,,,,,,,4,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1174,2018_Seattle_Citywide,OTH1,08/14/2018 04:12:00 PM,08/14/2018 04:22:00 PM,Weekday,Evening,UD4H,,Light Clouds,79,2,3,2,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1175,2018_Seattle_Citywide,OTH1,08/18/2018 01:06:00 PM,08/18/2018 01:16:00 PM,Weekend,Midday,UD4H,event:political_religious,Sun-Exposed,74,1,14,,,,,,,,6,2,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
1176,2018_Seattle_Citywide,OTH1,08/18/2018 01:16:00 PM,08/18/2018 01:26:00 PM,Weekend,Midday,UD4H,event:political_religious,Sun-Exposed,74,2,15,7,,8,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
1177,2018_Seattle_Citywide,OTH1,08/18/2018 04:01:00 PM,08/18/2018 04:11:00 PM,Weekend,Evening,UD4H,,Sun-Exposed,73,1,2,,,,,,,,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1178,2018_Seattle_Citywide,OTH1,08/18/2018 04:11:00 PM,08/18/2018 04:21:00 PM,Weekend,Evening,UD4H,,Sun-Exposed,73,2,8,5,,2,,1,,0,,,,,,,,,,,,,,,,,,,,,,,
1179,2018_Seattle_Citywide,OTH1,08/20/2018 09:03:00 AM,08/20/2018 09:13:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,63,1,4,,,,,,,,4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1180,2018_Seattle_Citywide,OTH1,08/20/2018 09:13:00 AM,08/20/2018 09:23:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,63,2,3,1,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1181,2018_Seattle_Citywide,OTH1,08/20/2018 12:38:00 PM,08/20/2018 12:48:00 PM,Weekday,Midday,UD4H,,Sun-Exposed,75,1,5,,,,,,,,3,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1182,2018_Seattle_Citywide,OTH1,08/20/2018 12:49:00 PM,08/20/2018 12:59:00 PM,Weekday,Midday,UD4H,,Sun-Exposed,75,2,11,5,,6,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
1183,2018_Seattle_Citywide,OTH1,08/20/2018 04:02:00 PM,08/20/2018 04:12:00 PM,Weekday,Evening,UD4H,event:accidents_emergency,Light Clouds,80,1,5,,,,,,,,3,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1184,2018_Seattle_Citywide,OTH1,08/20/2018 04:13:00 PM,08/20/2018 04:23:00 PM,Weekday,Evening,UD4H,event:accidents_emergency,Light Clouds,80,2,6,4,,1,,1,,0,,,,,,,,,,,,,,,,,,,,,,,
1185,2018_Seattle_Citywide,BLV2,08/23/2018 09:25:00 AM,08/23/2018 09:35:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,59,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1186,2018_Seattle_Citywide,BLV2,08/23/2018 09:36:00 AM,08/23/2018 09:46:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,59,2,1,1,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1187,2018_Seattle_Citywide,BLV2,08/23/2018 12:48:00 PM,08/23/2018 12:58:00 PM,Weekday,Midday,UD4H,,Heavy Clouds,64,1,5,,,,,,,,3,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1188,2018_Seattle_Citywide,BLV2,08/23/2018 12:59:00 PM,08/23/2018 01:09:00 PM,Weekday,Midday,UD4H,,Heavy Clouds,64,2,1,1,,0,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
1189,2018_Seattle_Citywide,BLV2,08/23/2018 05:19:00 PM,08/23/2018 05:29:00 PM,Weekday,Evening,UD4H,,Light Clouds,68,1,8,,,,,,,,4,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1190,2018_Seattle_Citywide,BLV2,08/23/2018 05:30:00 PM,08/23/2018 05:40:00 PM,Weekday,Evening,UD4H,,Light Clouds,68,2,11,2,,9,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1191,2018_Seattle_Citywide,BLV2,08/24/2018 08:48:00 AM,08/24/2018 08:58:00 AM,Weekday,Morning,UD4H,,Light Clouds,58,1,2,,,,,,,,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1192,2018_Seattle_Citywide,BLV2,08/24/2018 09:01:00 AM,08/24/2018 09:11:00 AM,Weekday,Morning,UD4H,,Light Clouds,58,2,1,1,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1193,2018_Seattle_Citywide,BLV2,08/24/2018 12:45:00 PM,08/24/2018 12:55:00 PM,Weekday,Midday,UD4H,,Light Clouds,63,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1194,2018_Seattle_Citywide,BLV2,08/24/2018 12:56:00 PM,08/24/2018 01:06:00 PM,Weekday,Midday,UD4H,,Light Clouds,63,2,4,2,,2,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
1195,2018_Seattle_Citywide,BLV2,08/24/2018 05:01:00 PM,08/24/2018 05:11:00 PM,Weekday,Evening,UD4H,,Light Clouds,67,1,4,,,,,,,,2,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1196,2018_Seattle_Citywide,BLV2,08/24/2018 05:11:00 PM,08/24/2018 05:21:00 PM,Weekday,Evening,UD4H,,Light Clouds,67,2,5,1,,4,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1197,2018_Seattle_Citywide,BLV2,08/25/2018 01:04:00 PM,08/25/2018 01:14:00 PM,Weekend,Midday,UD4H,,Heavy Clouds,60,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1198,2018_Seattle_Citywide,BLV2,08/25/2018 01:14:00 PM,08/25/2018 01:24:00 PM,Weekend,Midday,UD4H,,Heavy Clouds,60,2,5,5,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1199,2018_Seattle_Citywide,BLV2,08/25/2018 05:00:00 PM,08/25/2018 05:10:00 PM,Weekend,Evening,UD4H,,Heavy Clouds,65,1,3,,,,,,,,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1200,2018_Seattle_Citywide,BLV2,08/25/2018 05:11:00 PM,08/25/2018 05:21:00 PM,Weekend,Evening,UD4H,,Heavy Clouds,65,2,1,0,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1201,2018_Seattle_Citywide,NOR1,09/06/2018 08:10:00 AM,09/06/2018 08:20:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,63,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1202,2018_Seattle_Citywide,NOR1,09/06/2018 08:22:00 AM,09/06/2018 08:32:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,63,2,4,2,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1203,2018_Seattle_Citywide,NOR1,09/06/2018 12:03:00 PM,09/06/2018 12:13:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,76,1,2,,,,,,,,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1204,2018_Seattle_Citywide,NOR1,09/06/2018 12:13:00 PM,09/06/2018 12:23:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,76,2,5,2,,3,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1205,2018_Seattle_Citywide,NOR1,09/06/2018 04:29:00 PM,09/06/2018 04:39:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,83,1,8,,,,,,,,2,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1206,2018_Seattle_Citywide,NOR1,09/06/2018 04:39:00 PM,09/06/2018 04:49:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,83,2,5,2,,3,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1207,2018_Seattle_Citywide,NOR1,09/07/2018 08:00:00 AM,09/07/2018 08:10:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,61,1,3,,,,,,,,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1208,2018_Seattle_Citywide,NOR1,09/07/2018 08:10:00 AM,09/07/2018 08:20:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,61,2,1,1,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1209,2018_Seattle_Citywide,NOR1,09/07/2018 12:27:00 PM,09/07/2018 12:37:00 PM,Weekday,Midday,UD4H,,Light Clouds,68,1,3,,,,,,,,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1210,2018_Seattle_Citywide,NOR1,09/07/2018 12:38:00 PM,09/07/2018 12:48:00 PM,Weekday,Midday,UD4H,,Light Clouds,68,2,3,2,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1211,2018_Seattle_Citywide,NOR1,09/07/2018 04:15:00 PM,09/07/2018 04:25:00 PM,Weekday,Evening,UD4H,,Light Rain,73,1,2,,,,,,,,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1212,2018_Seattle_Citywide,NOR1,09/07/2018 04:26:00 PM,09/07/2018 04:36:00 PM,Weekday,Evening,UD4H,,Light Rain,73,2,2,2,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1213,2018_Seattle_Citywide,NOR1,09/08/2018 11:50:00 AM,09/08/2018 12:00:00 PM,Weekend,Midday,UD4H,,Heavy Clouds,65,1,1,,,,,,,,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1214,2018_Seattle_Citywide,NOR1,09/08/2018 12:01:00 PM,09/08/2018 12:11:00 PM,Weekend,Midday,UD4H,,Heavy Clouds,65,2,4,4,,0,,0,,2,,,,,,,,,,,,,,,,,,,,,,,
1215,2018_Seattle_Citywide,NOR1,09/08/2018 04:02:00 PM,09/08/2018 04:12:00 PM,Weekend,Evening,UD4H,,Light Clouds,67,1,4,,,,,,,,2,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1216,2018_Seattle_Citywide,NOR1,09/08/2018 04:13:00 PM,09/08/2018 04:23:00 PM,Weekend,Evening,UD4H,,Light Clouds,67,2,1,0,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1217,2018_Seattle_Citywide,UPT2,08/03/2018 08:10:00 AM,08/03/2018 08:20:00 AM,Weekday,Morning,UD4H,,Light Rain,59,1,41,,,,,,,,24,3,2,0,1,0,0,0,0,0,,,,,,,,,,,,,
1218,2018_Seattle_Citywide,UPT2,08/03/2018 08:20:00 AM,08/03/2018 08:30:00 AM,Weekday,Morning,UD4H,,Light Rain,59,2,23,13,,10,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1219,2018_Seattle_Citywide,UPT2,07/30/2018 08:10:00 AM,07/30/2018 08:20:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,63,1,13,,,,,,,,11,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1220,2018_Seattle_Citywide,UPT2,07/30/2018 08:20:00 AM,07/30/2018 08:30:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,63,2,16,11,,5,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1221,2018_Seattle_Citywide,UPT2,07/30/2018 12:00:00 PM,07/30/2018 12:10:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,78,1,10,,,,,,,,3,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,
1222,2018_Seattle_Citywide,UPT2,07/30/2018 12:10:00 PM,07/30/2018 12:20:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,78,2,11,7,,4,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
1223,2018_Seattle_Citywide,UPT2,07/30/2018 04:00:00 PM,07/30/2018 04:10:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,80,1,18,,,,,,,,15,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
1224,2018_Seattle_Citywide,UPT2,07/30/2018 04:10:00 PM,07/30/2018 04:20:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,80,2,14,10,,3,,1,,0,,,,,,,,,,,,,,,,,,,,,,,
1225,2018_Seattle_Citywide,UPT2,08/03/2018 12:05:00 PM,08/03/2018 12:15:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,1,21,,,,,,,,7,7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1226,2018_Seattle_Citywide,UPT2,08/03/2018 12:15:00 PM,08/03/2018 12:25:00 PM,Weekday,Midday,UD4H,,Light Clouds,65,2,14,12,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1227,2018_Seattle_Citywide,UPT2,08/03/2018 04:02:00 PM,08/03/2018 04:12:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,71,1,21,,,,,,,,2,5,0,1,1,0,0,0,0,0,,,,,,,,,,,,,
1228,2018_Seattle_Citywide,UPT2,08/03/2018 04:13:00 PM,08/03/2018 04:23:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,71,2,10,8,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1229,2018_Seattle_Citywide,UPT2,08/04/2018 12:34:00 PM,08/04/2018 12:44:00 PM,Weekend,Midday,UD4H,,Sun-Shaded,68,1,12,,,,,,,,3,3,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
1230,2018_Seattle_Citywide,UPT2,08/04/2018 12:45:00 PM,08/04/2018 12:55:00 PM,Weekend,Midday,UD4H,,Sun-Shaded,68,2,14,8,,6,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1231,2018_Seattle_Citywide,UPT2,08/04/2018 04:03:00 PM,08/04/2018 04:13:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,75,1,24,,,,,,,,10,3,1,0,1,0,0,0,0,0,,,,,,,,,,,,,
1232,2018_Seattle_Citywide,UPT2,08/04/2018 04:16:00 PM,08/04/2018 04:26:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,75,2,27,16,,10,,1,,0,,,,,,,,,,,,,,,,,,,,,,,
1233,2018_Seattle_Citywide,FHT3,07/26/2018 09:00:00 AM,07/26/2018 09:10:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,70,1,24,,,,,,,,18,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
1234,2018_Seattle_Citywide,FHT3,07/26/2018 09:15:00 AM,07/26/2018 09:25:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,70,2,30,18,,12,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
1235,2018_Seattle_Citywide,FHT3,07/26/2018 01:28:00 PM,07/26/2018 01:38:00 PM,Weekday,Midday,UD4H,,Sun-Exposed,80,1,30,,,,,,,,20,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1236,2018_Seattle_Citywide,FHT3,07/26/2018 01:38:00 PM,07/26/2018 01:48:00 PM,Weekday,Midday,UD4H,,Sun-Exposed,80,2,21,8,,13,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1237,2018_Seattle_Citywide,FHT3,07/26/2018 05:17:00 PM,07/26/2018 05:27:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,87,1,41,,,,,,,,27,5,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
1238,2018_Seattle_Citywide,FHT3,07/26/2018 05:37:00 PM,07/26/2018 05:47:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,87,2,22,14,,8,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1239,2018_Seattle_Citywide,FHT3,07/27/2018 09:24:00 AM,07/27/2018 09:34:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,65,1,25,,,,,,,,15,3,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
1240,2018_Seattle_Citywide,FHT3,07/27/2018 09:35:00 AM,07/27/2018 09:45:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,65,2,19,12,,7,,0,,2,,,,,,,,,,,,,,,,,,,,,,,
1241,2018_Seattle_Citywide,FHT3,07/27/2018 01:14:00 PM,07/27/2018 01:24:00 PM,Weekday,Midday,UD4H,event:roadwork_construction,Sun-Exposed,76,1,61,,,,,,,,43,7,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
1242,2018_Seattle_Citywide,FHT3,07/27/2018 01:25:00 PM,07/27/2018 01:35:00 PM,Weekday,Midday,UD4H,event:roadwork_construction,Sun-Exposed,76,2,29,14,,15,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1243,2018_Seattle_Citywide,FHT3,07/27/2018 05:10:00 PM,07/27/2018 05:20:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,36,,,,,,,,32,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1244,2018_Seattle_Citywide,FHT3,07/27/2018 05:20:00 PM,07/27/2018 05:30:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,2,19,15,,4,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1245,2018_Seattle_Citywide,FHT3,07/28/2018 01:20:00 PM,07/28/2018 01:30:00 PM,Weekend,Midday,UD4H,,Sun-Exposed,73,1,32,,,,,,,,20,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1246,2018_Seattle_Citywide,FHT3,07/28/2018 01:30:00 PM,07/28/2018 01:40:00 PM,Weekend,Midday,UD4H,,Sun-Exposed,73,2,23,14,,9,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
1247,2018_Seattle_Citywide,FHT3,07/28/2018 05:20:00 PM,07/28/2018 05:30:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,83,1,20,,,,,,,,11,3,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
1248,2018_Seattle_Citywide,FHT3,07/28/2018 05:30:00 PM,07/28/2018 05:40:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,83,2,21,13,,8,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1249,2018_Seattle_Citywide,DEN1,07/21/2018 12:09:00 PM,07/21/2018 12:19:00 PM,Weekend,Midday,UD4H,,Sun-Shaded,68,1,29,,,,,,,,22,2,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
1250,2018_Seattle_Citywide,DEN1,07/21/2018 12:21:00 PM,07/21/2018 12:31:00 PM,Weekend,Midday,UD4H,,Sun-Shaded,68,2,38,24,,14,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
1251,2018_Seattle_Citywide,DEN1,07/21/2018 04:09:00 PM,07/21/2018 04:19:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,73,1,22,,,,,,,,13,2,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
1252,2018_Seattle_Citywide,DEN1,07/21/2018 04:21:00 PM,07/21/2018 04:31:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,73,2,17,13,,4,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1253,2018_Seattle_Citywide,DEN1,07/23/2018 08:35:00 AM,07/23/2018 08:45:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,68,1,79,,,,,,,,71,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1254,2018_Seattle_Citywide,DEN1,07/23/2018 08:46:00 AM,07/23/2018 08:56:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,68,2,107,90,,17,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1255,2018_Seattle_Citywide,DEN1,07/23/2018 12:08:00 PM,07/23/2018 12:18:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,70,1,136,,,,,,,,68,16,9,1,1,0,0,0,0,0,,,,,,,,,,,,,
1256,2018_Seattle_Citywide,DEN1,07/23/2018 12:19:00 PM,07/23/2018 12:29:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,70,2,103,73,,29,,1,,0,,,,,,,,,,,,,,,,,,,,,,,
1257,2018_Seattle_Citywide,DEN1,07/23/2018 05:12:00 PM,07/23/2018 05:22:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,85,1,132,,,,,,,,112,7,2,0,0,0,0,0,0,0,,,,,,,,,,,,,
1258,2018_Seattle_Citywide,DEN1,07/23/2018 05:23:00 PM,07/23/2018 05:33:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,85,2,126,84,,39,,3,,4,,,,,,,,,,,,,,,,,,,,,,,
1259,2018_Seattle_Citywide,DEN1,07/24/2018 09:01:00 AM,07/24/2018 09:11:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,66,1,90,,,,,,,,74,8,0,0,0,,0,0,0,0,,,,,,,,,,,,,
1260,2018_Seattle_Citywide,DEN1,07/24/2018 09:13:00 AM,07/24/2018 09:23:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,66,2,92,65,,26,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
1261,2018_Seattle_Citywide,DEN1,07/24/2018 12:09:00 PM,07/24/2018 12:19:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,75,1,124,,,,,,,,76,16,4,1,0,0,0,0,0,0,,,,,,,,,,,,,
1262,2018_Seattle_Citywide,DEN1,07/24/2018 12:20:00 PM,07/24/2018 12:30:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,75,2,91,56,,35,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1263,2018_Seattle_Citywide,DEN1,07/24/2018 04:04:00 PM,07/24/2018 04:14:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,78,1,52,,,,,,,,50,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1264,2018_Seattle_Citywide,DEN1,07/24/2018 04:15:00 PM,07/24/2018 04:25:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,78,2,53,29,,24,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1265,2018_Seattle_Citywide,FHT1,08/02/2018 08:10:00 AM,08/02/2018 08:20:00 AM,Weekday,Morning,UD4H,,Light Rain,63,1,24,,,,,,,,17,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
1266,2018_Seattle_Citywide,FHT1,08/02/2018 08:21:00 AM,08/02/2018 08:31:00 AM,Weekday,Morning,UD4H,,Light Rain,63,2,13,4,,9,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1267,2018_Seattle_Citywide,FHT1,08/02/2018 12:26:00 PM,08/02/2018 12:36:00 PM,Weekday,Midday,UD4H,,Heavy Clouds,66,1,32,,,,,,,,18,5,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
1268,2018_Seattle_Citywide,FHT1,08/02/2018 12:38:00 PM,08/02/2018 12:48:00 PM,Weekday,Midday,UD4H,,Heavy Clouds,66,2,29,12,,16,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
1269,2018_Seattle_Citywide,FHT1,08/02/2018 04:06:00 PM,08/02/2018 04:16:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,68,1,23,,,,,,,,17,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1270,2018_Seattle_Citywide,FHT1,08/02/2018 04:17:00 PM,08/02/2018 04:27:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,68,2,35,14,,21,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1271,2018_Seattle_Citywide,FHT1,08/03/2018 08:09:00 AM,08/03/2018 08:19:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,61,1,13,,,,,,,,9,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1272,2018_Seattle_Citywide,FHT1,08/03/2018 08:20:00 AM,08/03/2018 08:30:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,61,2,27,16,,11,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
1273,2018_Seattle_Citywide,FHT1,08/03/2018 12:06:00 PM,08/03/2018 12:16:00 PM,Weekday,Midday,UD4H,,Sun-Exposed,66,1,35,,,,,,,,26,3,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
1274,2018_Seattle_Citywide,FHT1,08/03/2018 12:16:00 PM,08/03/2018 12:26:00 PM,Weekday,Midday,UD4H,,Sun-Exposed,66,2,23,14,,9,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
1275,2018_Seattle_Citywide,FHT1,08/03/2018 04:05:00 PM,08/03/2018 04:15:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,72,1,18,,,,,,,,12,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1276,2018_Seattle_Citywide,FHT1,08/03/2018 04:16:00 PM,08/03/2018 04:26:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,72,2,29,15,,14,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1277,2018_Seattle_Citywide,FHT1,08/04/2018 12:24:00 PM,08/04/2018 12:34:00 PM,Weekend,Midday,UD4H,,Sun-Exposed,67,1,30,,,,,,,,14,5,2,0,0,0,0,0,0,0,,,,,,,,,,,,,
