unique_moving_id,study_id,location_id,moving_time_start,moving_time_end,moving_day_of_week,moving_time_of_day,moving_count_surveyor,moving_conditions,moving_microclimate,moving_temperature,moving_row_id,moving_row_total,moving_male,moving_male_mobility_assist,moving_female,moving_female_mobility_assist,moving_other_unsure,moving_other_unsure_mobility_assist,moving_total_mobility_assist,moving_groupsize_1,moving_groupsize_2,moving_groupsize_3,moving_groupsize_4,moving_groupsize_5,moving_groupsize_6,moving_groupsize_7,moving_groupsize_8,moving_groupsize_9,moving_groupsize_10+,moving_0-4,moving_5-14,moving_15-24,moving_25-44,moving_45-64,moving_65+,moving_25_64,moving_pedestrian,moving_micromobility,moving_bicycling,moving_motorized,moving_supported,moving_notes
1278,2018_Seattle_Citywide,FHT1,08/04/2018 12:35:00 PM,08/04/2018 12:45:00 PM,Weekend,Midday,UD4H,,Sun-Exposed,67,2,13,8,,5,,0,,2,,,,,,,,,,,,,,,,,,,,,,,
1279,2018_Seattle_Citywide,FHT1,08/04/2018 05:01:00 PM,08/04/2018 05:11:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,77,1,18,,,,,,,,11,2,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
1280,2018_Seattle_Citywide,FHT1,08/04/2018 05:12:00 PM,08/04/2018 05:22:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,77,2,15,6,,9,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1281,2018_Seattle_Citywide,COL1,07/28/2018 12:29:00 PM,07/28/2018 12:39:00 PM,Weekend,Midday,UD4H,,Sun-Shaded,72,1,19,,,,,,,,3,5,2,0,0,0,0,0,0,0,,,,,,,,,,,,,
1282,2018_Seattle_Citywide,COL1,07/28/2018 12:41:00 PM,07/28/2018 12:51:00 PM,Weekend,Midday,UD4H,,Sun-Shaded,72,2,17,12,,5,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1283,2018_Seattle_Citywide,COL1,07/28/2018 04:15:00 PM,07/28/2018 04:25:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,84,1,17,,,,,,,,7,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1284,2018_Seattle_Citywide,COL1,07/28/2018 04:26:00 PM,07/28/2018 04:36:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,84,2,17,6,,11,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1285,2018_Seattle_Citywide,COL1,07/30/2018 08:49:00 AM,07/30/2018 08:59:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,68,1,9,,,,,,,,7,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1286,2018_Seattle_Citywide,COL1,07/30/2018 09:00:00 AM,07/30/2018 09:10:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,68,2,10,5,,5,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1287,2018_Seattle_Citywide,COL1,07/30/2018 12:18:00 PM,07/30/2018 12:28:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,82,1,12,,,,,,,,6,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1288,2018_Seattle_Citywide,COL1,07/30/2018 12:29:00 PM,07/30/2018 12:39:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,82,2,17,6,,11,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1289,2018_Seattle_Citywide,COL1,07/30/2018 04:00:00 PM,07/30/2018 04:10:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,7,,,,,,,,4,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
1290,2018_Seattle_Citywide,COL1,07/30/2018 04:10:00 PM,07/30/2018 04:20:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,2,12,9,,3,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
1291,2018_Seattle_Citywide,COL1,08/01/2018 08:28:00 AM,08/01/2018 08:38:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,61,1,8,,,,,,,,6,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1292,2018_Seattle_Citywide,COL1,08/01/2018 08:39:00 AM,08/01/2018 08:49:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,61,2,5,3,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1293,2018_Seattle_Citywide,COL1,08/01/2018 12:00:00 PM,08/01/2018 12:10:00 PM,Weekday,Midday,UD4H,,Heavy Clouds,64,1,16,,,,,,,,2,2,2,1,0,0,0,0,0,0,,,,,,,,,,,,,
1294,2018_Seattle_Citywide,COL1,08/01/2018 12:10:00 PM,08/01/2018 12:20:00 PM,Weekday,Midday,UD4H,,Heavy Clouds,64,2,13,4,,8,,1,,0,,,,,,,,,,,,,,,,,,,,,,,
1295,2018_Seattle_Citywide,COL1,08/01/2018 04:00:00 PM,08/01/2018 04:10:00 PM,Weekday,Evening,UD4H,,Sun-Exposed,72,1,3,,,,,,,,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1296,2018_Seattle_Citywide,COL1,08/01/2018 04:10:00 PM,08/01/2018 04:20:00 PM,Weekday,Evening,UD4H,,Sun-Exposed,72,2,9,5,,3,,1,,0,,,,,,,,,,,,,,,,,,,,,,,
1297,2018_Seattle_Citywide,CAP3,07/26/2018 08:32:00 AM,07/26/2018 08:42:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,67,1,62,,,,,,,,60,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1298,2018_Seattle_Citywide,CAP3,07/26/2018 08:42:00 AM,07/26/2018 08:52:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,67,2,54,29,,24,,1,,0,,,,,,,,,,,,,,,,,,,,,,,
1299,2018_Seattle_Citywide,CAP3,07/26/2018 12:01:00 PM,07/26/2018 12:11:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,28,,,,,,,,20,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1300,2018_Seattle_Citywide,CAP3,07/26/2018 12:12:00 PM,07/26/2018 12:22:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,2,30,14,,16,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
1301,2018_Seattle_Citywide,CAP3,07/26/2018 04:00:00 PM,07/26/2018 04:10:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,89,1,35,,,,,,,,27,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1302,2018_Seattle_Citywide,CAP3,07/26/2018 04:11:00 PM,07/26/2018 04:21:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,89,2,76,40,,36,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
1303,2018_Seattle_Citywide,CAP3,07/27/2018 08:11:00 AM,07/27/2018 08:21:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,61,1,42,,,,,,,,37,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
1304,2018_Seattle_Citywide,CAP3,07/27/2018 08:21:00 AM,07/27/2018 08:31:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,61,2,62,35,,27,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1305,2018_Seattle_Citywide,CAP3,07/27/2018 12:15:00 PM,07/27/2018 12:25:00 PM,Weekday,Midday,UD4H,,Sun-Exposed,75,1,31,,,,,,,,22,3,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
1306,2018_Seattle_Citywide,CAP3,07/27/2018 12:25:00 PM,07/27/2018 12:35:00 PM,Weekday,Midday,UD4H,,Sun-Exposed,75,2,44,23,,19,,2,,1,,,,,,,,,,,,,,,,,,,,,,,
1307,2018_Seattle_Citywide,CAP3,07/27/2018 04:00:00 PM,07/27/2018 04:10:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,82,1,57,,,,,,,,42,5,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
1308,2018_Seattle_Citywide,CAP3,07/27/2018 04:11:00 PM,07/27/2018 04:21:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,82,2,65,36,,29,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
1309,2018_Seattle_Citywide,CAP3,07/28/2018 12:10:00 PM,07/28/2018 12:20:00 PM,Weekend,Midday,UD4H,,Sun-Shaded,70,1,42,,,,,,,,28,5,0,1,0,0,0,0,0,0,,,,,,,,,,,,,
1310,2018_Seattle_Citywide,CAP3,07/28/2018 12:20:00 PM,07/28/2018 12:30:00 PM,Weekend,Midday,UD4H,,Sun-Shaded,70,2,34,24,,10,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1311,2018_Seattle_Citywide,CAP3,07/28/2018 04:00:00 PM,07/28/2018 04:10:00 PM,Weekend,Evening,UD4H,,Sun-Exposed,79,1,44,,,,,,,,25,7,0,0,1,0,0,0,0,0,,,,,,,,,,,,,
1312,2018_Seattle_Citywide,CAP3,07/28/2018 04:11:00 PM,07/28/2018 04:21:00 PM,Weekend,Evening,UD4H,,Sun-Exposed,79,2,51,34,,16,,1,,0,,,,,,,,,,,,,,,,,,,,,,,
1313,2018_Seattle_Citywide,PIO1,07/14/2018 12:03:00 PM,07/14/2018 12:13:00 PM,Weekend,Midday,UD4H,,Sun-Shaded,74,1,31,,,,,,,,6,3,2,2,1,0,0,0,0,0,,,,,,,,,,,,,
1314,2018_Seattle_Citywide,PIO1,07/14/2018 12:14:00 PM,07/14/2018 12:24:00 PM,Weekend,Midday,UD4H,,Sun-Shaded,74,2,20,15,,5,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1315,2018_Seattle_Citywide,PIO1,07/14/2018 04:07:00 PM,07/14/2018 04:17:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,80,1,21,,,,,,,,10,4,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
1316,2018_Seattle_Citywide,PIO1,07/14/2018 04:19:00 PM,07/14/2018 04:29:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,80,2,11,6,,5,,0,,2,,,,,,,,,,,,,,,,,,,,,,,
1317,2018_Seattle_Citywide,PIO1,07/16/2018 08:39:00 AM,07/16/2018 08:49:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,75,1,16,,,,,,,,12,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1318,2018_Seattle_Citywide,PIO1,07/16/2018 08:50:00 AM,07/16/2018 09:00:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,75,2,52,34,,18,,0,,3,,,,,,,,,,,,,,,,,,,,,,,
1319,2018_Seattle_Citywide,PIO1,07/16/2018 12:08:00 PM,07/16/2018 12:18:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,1,17,,,,,,,,13,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1320,2018_Seattle_Citywide,PIO1,07/16/2018 12:18:00 PM,07/16/2018 12:28:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,77,2,26,19,,7,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1321,2018_Seattle_Citywide,PIO1,07/16/2018 04:06:00 PM,07/16/2018 04:16:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,1,31,,,,,,,,26,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
1322,2018_Seattle_Citywide,PIO1,07/16/2018 04:17:00 PM,07/16/2018 04:27:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,86,2,46,27,,19,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1323,2018_Seattle_Citywide,PIO1,07/17/2018 08:46:00 AM,07/17/2018 08:56:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,69,1,28,,,,,,,,24,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1324,2018_Seattle_Citywide,PIO1,07/17/2018 08:58:00 AM,07/17/2018 09:08:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,69,2,17,16,,1,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1325,2018_Seattle_Citywide,PIO1,07/17/2018 12:10:00 PM,07/17/2018 12:20:00 PM,Weekday,Midday,UD4H,,Sun-Exposed,76,1,26,,,,,,,,14,3,2,0,0,0,0,0,0,0,,,,,,,,,,,,,
1326,2018_Seattle_Citywide,PIO1,07/17/2018 12:20:00 PM,07/17/2018 12:30:00 PM,Weekday,Midday,UD4H,,Sun-Exposed,76,2,29,20,,9,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1327,2018_Seattle_Citywide,PIO1,07/17/2018 04:10:00 PM,07/17/2018 04:20:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,83,1,29,,,,,,,,23,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1328,2018_Seattle_Citywide,PIO1,07/17/2018 04:23:00 PM,07/17/2018 04:33:00 PM,Weekday,Evening,UD4H,,Sun-Shaded,83,2,33,21,,12,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
1329,2018_Seattle_Citywide,WES2,08/30/2018 09:01:00 AM,08/30/2018 09:11:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,63,1,11,,,,,,,,9,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1330,2018_Seattle_Citywide,WES2,08/30/2018 09:11:00 AM,08/30/2018 09:21:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,63,2,20,10,,10,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1331,2018_Seattle_Citywide,WES2,08/30/2018 12:54:00 PM,08/30/2018 01:04:00 PM,Weekday,Midday,UD4H,,Heavy Clouds,67,1,14,,,,,,,,10,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1332,2018_Seattle_Citywide,WES2,08/30/2018 01:04:00 PM,08/30/2018 01:14:00 PM,Weekday,Midday,UD4H,,Heavy Clouds,67,2,26,13,,13,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1333,2018_Seattle_Citywide,WES2,08/30/2018 04:58:00 PM,08/30/2018 05:08:00 PM,Weekday,Evening,UD4H,,Light Clouds,72,1,27,,,,,,,,13,7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1334,2018_Seattle_Citywide,WES2,08/30/2018 05:09:00 PM,08/30/2018 05:19:00 PM,Weekday,Evening,UD4H,,Light Clouds,72,2,27,12,,15,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1335,2018_Seattle_Citywide,WES2,08/31/2018 08:55:00 AM,08/31/2018 09:05:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,59,1,6,,,,,,,,6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1336,2018_Seattle_Citywide,WES2,08/31/2018 09:06:00 AM,08/31/2018 09:16:00 AM,Weekday,Morning,UD4H,,Sun-Shaded,59,2,4,4,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1337,2018_Seattle_Citywide,WES2,08/31/2018 12:53:00 PM,08/31/2018 01:03:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,65,1,27,,,,,,,,11,3,2,1,0,0,0,0,0,0,,,,,,,,,,,,,
1338,2018_Seattle_Citywide,WES2,08/31/2018 01:03:00 PM,08/31/2018 01:13:00 PM,Weekday,Midday,UD4H,,Sun-Shaded,65,2,32,18,,14,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1339,2018_Seattle_Citywide,WES2,08/31/2018 05:15:00 PM,08/31/2018 05:25:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,68,1,36,,,,,,,,10,7,4,0,0,0,0,0,0,0,,,,,,,,,,,,,
1340,2018_Seattle_Citywide,WES2,08/31/2018 05:05:00 PM,08/31/2018 05:15:00 PM,Weekday,Evening,UD4H,,Heavy Clouds,68,2,41,18,,23,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1341,2018_Seattle_Citywide,WES2,09/01/2018 12:55:00 PM,09/01/2018 01:05:00 PM,Weekend,Midday,UD4H,,Sun-Shaded,65,1,33,,,,,,,,15,6,2,0,0,0,0,0,0,0,,,,,,,,,,,,,
1342,2018_Seattle_Citywide,WES2,09/01/2018 01:06:00 PM,09/01/2018 01:16:00 PM,Weekend,Midday,UD4H,,Sun-Shaded,65,2,24,7,,17,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1343,2018_Seattle_Citywide,WES2,09/01/2018 04:59:00 PM,09/01/2018 05:09:00 PM,Weekend,Evening,UD4H,,Sun-Exposed,70,1,37,,,,,,,,13,7,2,1,0,0,0,0,0,0,,,,,,,,,,,,,
1344,2018_Seattle_Citywide,WES2,09/01/2018 05:10:00 PM,09/01/2018 05:20:00 PM,Weekend,Evening,UD4H,,Sun-Exposed,70,2,27,16,,11,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
1345,2018_Seattle_Citywide,UNI1,08/16/2018 08:30:00 AM,08/16/2018 08:40:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,57,1,32,,,,,,,,16,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1346,2018_Seattle_Citywide,UNI1,08/16/2018 08:40:00 AM,08/16/2018 08:50:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,57,2,22,10,,12,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1347,2018_Seattle_Citywide,UNI1,08/16/2018 12:10:00 PM,08/16/2018 12:20:00 PM,Weekday,Midday,UD4H,,Heavy Clouds,67,1,131,,,,,,,,62,23,1,0,2,0,0,0,0,1,,,,,,,,,,,,,
1348,2018_Seattle_Citywide,UNI1,08/16/2018 12:20:00 PM,08/16/2018 12:30:00 PM,Weekday,Midday,UD4H,,Heavy Clouds,67,2,134,72,,62,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
1349,2018_Seattle_Citywide,UNI1,08/16/2018 04:00:00 PM,08/16/2018 04:10:00 PM,Weekday,Evening,UD4H,,Light Clouds,75,1,72,,,,,,,,39,10,3,1,0,0,0,0,0,0,,,,,,,,,,,,,
1350,2018_Seattle_Citywide,UNI1,08/16/2018 04:11:00 PM,08/16/2018 04:21:00 PM,Weekday,Evening,UD4H,,Light Clouds,75,2,86,44,,42,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1351,2018_Seattle_Citywide,UNI1,08/17/2018 08:39:00 AM,08/17/2018 08:49:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,56,1,15,,,,,,,,11,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1352,2018_Seattle_Citywide,UNI1,08/17/2018 08:50:00 AM,08/17/2018 09:00:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,56,2,27,15,,12,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1353,2018_Seattle_Citywide,UNI1,08/17/2018 12:14:00 PM,08/17/2018 12:24:00 PM,Weekday,Midday,UD4H,,Light Clouds,62,1,117,,,,,,,,50,20,6,1,1,0,0,0,0,0,,,,,,,,,,,,,
1354,2018_Seattle_Citywide,UNI1,08/17/2018 12:25:00 PM,08/17/2018 12:35:00 PM,Weekday,Midday,UD4H,,Light Clouds,62,2,125,81,,44,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1355,2018_Seattle_Citywide,UNI1,08/17/2018 04:06:00 PM,08/17/2018 04:16:00 PM,Weekday,Evening,UD4H,,Light Clouds,73,1,59,,,,,,,,22,9,1,4,0,0,0,0,0,0,,,,,,,,,,,,,
1356,2018_Seattle_Citywide,UNI1,08/17/2018 04:17:00 PM,08/17/2018 04:27:00 PM,Weekday,Evening,UD4H,,Light Clouds,73,2,38,27,,11,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1357,2018_Seattle_Citywide,UNI1,08/18/2018 12:23:00 PM,08/18/2018 12:33:00 PM,Weekend,Midday,UD4H,,Light Clouds,70,1,81,,,,,,,,26,17,7,0,0,0,0,0,0,0,,,,,,,,,,,,,
1358,2018_Seattle_Citywide,UNI1,08/18/2018 12:34:00 PM,08/18/2018 12:44:00 PM,Weekend,Midday,UD4H,,Light Clouds,70,2,97,58,,39,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
1359,2018_Seattle_Citywide,UNI1,08/18/2018 03:56:00 PM,08/18/2018 04:06:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,78,1,57,,,,,,,,17,12,4,1,0,0,0,0,0,0,,,,,,,,,,,,,
1360,2018_Seattle_Citywide,UNI1,08/18/2018 04:10:00 PM,08/18/2018 04:20:00 PM,Weekend,Evening,UD4H,,Sun-Shaded,78,2,59,31,,28,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1361,2018_Seattle_Citywide,TUJ2,08/01/2018 09:16:00 AM,08/01/2018 09:26:00 AM,Weekday,Morning,UD4H,event:accidents_emergency,Heavy Clouds,61,1,4,,,,,,,,2,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1362,2018_Seattle_Citywide,TUJ2,08/01/2018 09:26:00 AM,08/01/2018 09:36:00 AM,Weekday,Morning,UD4H,event:accidents_emergency,Heavy Clouds,61,2,5,3,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1363,2018_Seattle_Citywide,TUJ2,08/01/2018 01:17:00 PM,08/01/2018 01:27:00 PM,Weekday,Midday,UD4H,,Sun-Exposed,71,1,15,,,,,,,,10,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
1364,2018_Seattle_Citywide,TUJ2,08/01/2018 01:28:00 PM,08/01/2018 01:38:00 PM,Weekday,Midday,UD4H,,Sun-Exposed,71,2,9,1,,8,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1365,2018_Seattle_Citywide,TUJ2,08/01/2018 05:20:00 PM,08/01/2018 05:30:00 PM,Weekday,Evening,UD4H,,Sun-Exposed,77,1,11,,,,,,,,4,2,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
1366,2018_Seattle_Citywide,TUJ2,08/01/2018 05:30:00 PM,08/01/2018 05:40:00 PM,Weekday,Evening,UD4H,,Sun-Exposed,77,2,11,6,,5,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1367,2018_Seattle_Citywide,TUJ2,08/03/2018 09:05:00 AM,08/03/2018 09:15:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,61,1,8,,,,,,,,6,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1368,2018_Seattle_Citywide,TUJ2,08/03/2018 09:15:00 AM,08/03/2018 09:25:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,61,2,7,5,,2,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1369,2018_Seattle_Citywide,TUJ2,08/03/2018 12:51:00 PM,08/03/2018 01:01:00 PM,Weekday,Midday,UD4H,,Sun-Exposed,72,1,11,,,,,,,,7,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1370,2018_Seattle_Citywide,TUJ2,08/03/2018 01:01:00 PM,08/03/2018 01:11:00 PM,Weekday,Midday,UD4H,,Sun-Exposed,72,2,8,5,,3,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1371,2018_Seattle_Citywide,TUJ2,08/03/2018 04:55:00 PM,08/03/2018 05:05:00 PM,Weekday,Evening,UD4H,,Sun-Exposed,75,1,10,,,,,,,,4,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1372,2018_Seattle_Citywide,TUJ2,08/03/2018 05:05:00 PM,08/03/2018 05:15:00 PM,Weekday,Evening,UD4H,,Sun-Exposed,75,2,12,7,,5,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
1373,2018_Seattle_Citywide,TUJ2,08/25/2018 11:38:00 AM,08/25/2018 11:48:00 AM,Weekend,Midday,UD4H,,Heavy Clouds,58,1,15,,,,,,,,7,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1374,2018_Seattle_Citywide,TUJ2,08/25/2018 11:48:00 AM,08/25/2018 11:58:00 AM,Weekend,Midday,UD4H,,Heavy Clouds,58,2,10,6,,4,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1375,2018_Seattle_Citywide,TUJ2,08/04/2018 04:38:00 PM,08/04/2018 04:48:00 PM,Weekend,Evening,UD4H,,Sun-Exposed,75,1,9,,,,,,,,6,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,
1376,2018_Seattle_Citywide,TUJ2,08/04/2018 04:48:00 PM,08/04/2018 04:58:00 PM,Weekend,Evening,UD4H,,Sun-Exposed,75,2,2,2,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1377,2018_Seattle_Citywide,PIK1,07/31/2018 08:40:00 AM,07/31/2018 08:50:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,63,1,17,,,,,,,,13,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1378,2018_Seattle_Citywide,PIK1,07/31/2018 08:50:00 AM,07/31/2018 09:00:00 AM,Weekday,Morning,UD4H,,Heavy Clouds,63,2,15,10,,5,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1379,2018_Seattle_Citywide,PIK1,07/31/2018 12:12:00 PM,07/31/2018 12:22:00 PM,Weekday,Midday,UD4H,,Sun-Exposed,68,1,32,,,,,,,,22,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1380,2018_Seattle_Citywide,PIK1,07/31/2018 12:22:00 PM,07/31/2018 12:32:00 PM,Weekday,Midday,UD4H,,Sun-Exposed,68,2,30,15,,15,,0,,1,,,,,,,,,,,,,,,,,,,,,,,
1381,2018_Seattle_Citywide,PIK1,07/31/2018 04:03:00 PM,07/31/2018 04:13:00 PM,Weekday,Evening,UD4H,,Sun-Exposed,76,1,16,,,,,,,,16,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1382,2018_Seattle_Citywide,PIK1,07/31/2018 04:14:00 PM,07/31/2018 04:24:00 PM,Weekday,Evening,UD4H,,Sun-Exposed,76,2,28,14,,13,,1,,0,,,,,,,,,,,,,,,,,,,,,,,
1383,2018_Seattle_Citywide,PIK1,07/28/2018 12:07:00 PM,07/28/2018 12:17:00 PM,Weekend,Midday,UD4H,,Sun-Exposed,79,1,24,,,,,,,,6,9,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1384,2018_Seattle_Citywide,PIK1,07/28/2018 12:18:00 PM,07/28/2018 12:28:00 PM,Weekend,Midday,UD4H,,Sun-Exposed,79,2,18,13,,5,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1385,2018_Seattle_Citywide,PIK1,07/28/2018 04:04:00 PM,07/28/2018 04:14:00 PM,Weekend,Evening,UD4H,,Sun-Exposed,83,1,12,,,,,,,,6,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1386,2018_Seattle_Citywide,PIK1,07/28/2018 04:15:00 PM,07/28/2018 04:25:00 PM,Weekend,Evening,UD4H,,Sun-Exposed,83,2,14,10,,4,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1387,2018_Seattle_Citywide,PIK1,07/30/2018 08:41:00 AM,07/30/2018 08:51:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,64,1,24,,,,,,,,22,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1388,2018_Seattle_Citywide,PIK1,07/30/2018 08:53:00 AM,07/30/2018 09:03:00 AM,Weekday,Morning,UD4H,,Sun-Exposed,64,2,12,7,,5,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1389,2018_Seattle_Citywide,PIK1,07/30/2018 12:24:00 PM,07/30/2018 12:34:00 PM,Weekday,Midday,UD4H,,Sun-Exposed,77,1,17,,,,,,,,11,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
1390,2018_Seattle_Citywide,PIK1,07/30/2018 12:35:00 PM,07/30/2018 12:45:00 PM,Weekday,Midday,UD4H,,Sun-Exposed,77,2,19,12,,7,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
